TIME,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
52.200000000,0.308604,0.255681,0.304527,0.311865,0.291047,0.342268,0.210587,0.250692,0.268623,0.230991,0.378845,0.267033
52.300000000,0.339951,0.261344,0.300546,0.327304,0.282742,0.330865,0.217268,0.23253,0.246853,0.236629,0.381137,0.256501
52.400000000,0.342644,0.260935,0.292467,0.352251,0.295255,0.312733,0.19769,0.2191,0.275325,0.235879,0.36979,0.254244
52.500000000,0.326283,0.240727,0.300114,0.338461,0.309562,0.317313,0.203276,0.235321,0.301564,0.233092,0.352104,0.261731
52.600000000,0.335823,0.210584,0.272112,0.32565,0.316203,0.325603,0.24348,0.254843,0.306601,0.245265,0.325172,0.269555
52.700000000,0.328475,0.221653,0.248377,0.33242,0.315686,0.337984,0.247738,0.262581,0.314891,0.251319,0.304657,0.267269
52.800000000,0.318379,0.225858,0.27457,0.32593,0.283948,0.332332,0.225047,0.27497,0.295081,0.237319,0.356782,0.279269
52.900000000,0.311782,0.225738,0.288662,0.326909,0.275219,0.32578,0.239052,0.261966,0.266709,0.250816,0.369031,0.289418
53.000000000,0.323076,0.239793,0.324216,0.30709,0.260375,0.325928,0.238186,0.23023,0.268256,0.281112,0.3451,0.291306
53.100000000,0.341534,0.237629,0.331816,0.293177,0.267968,0.328601,0.229905,0.2384,0.26915,0.285214,0.320919,0.290823
53.200000000,0.339736,0.225821,0.30938,0.308386,0.272582,0.325806,0.227265,0.251471,0.290298,0.263751,0.336011,0.284056
53.300000000,0.345922,0.232542,0.303882,0.313768,0.253661,0.319063,0.214904,0.253766,0.301494,0.245794,0.357963,0.281587
53.400000000,0.331094,0.236545,0.292973,0.290742,0.271452,0.315524,0.222812,0.277703,0.305226,0.258026,0.350467,0.285458
53.500000000,0.276025,0.216622,0.325209,0.281733,0.268847,0.313234,0.228253,0.307831,0.315604,0.271436,0.338387,0.294463
53.600000000,0.282932,0.205107,0.328284,0.253276,0.254403,0.318145,0.224004,0.310311,0.306503,0.297931,0.344671,0.303395
53.700000000,0.288296,0.217627,0.301012,0.243245,0.252512,0.320739,0.246308,0.306906,0.304284,0.303607,0.342594,0.310025
53.800000000,0.319477,0.229634,0.274536,0.251253,0.245625,0.305114,0.254653,0.30624,0.31353,0.280986,0.333637,0.325697
53.900000000,0.326045,0.227786,0.289542,0.250899,0.258193,0.319963,0.245704,0.306507,0.318126,0.254345,0.318333,0.323164
54.000000000,0.342411,0.230571,0.277456,0.250172,0.285164,0.327549,0.248468,0.29775,0.314772,0.274622,0.304231,0.289776
54.100000000,0.33507,0.255956,0.260318,0.253955,0.303111,0.321552,0.275988,0.284173,0.281459,0.290277,0.307601,0.282245
54.200000000,0.324709,0.264218,0.257625,0.28688,0.298881,0.307787,0.287175,0.276653,0.265897,0.287924,0.301613,0.29739
54.300000000,0.305194,0.256931,0.288852,0.293205,0.292479,0.301833,0.278373,0.267647,0.274224,0.284995,0.316105,0.298867
54.400000000,0.287555,0.24091,0.306942,0.279306,0.257771,0.32144,0.264385,0.258901,0.296854,0.288039,0.342236,0.30354
54.500000000,0.307389,0.202256,0.305154,0.255656,0.239082,0.366222,0.239961,0.239949,0.294897,0.277695,0.384642,0.296079
54.600000000,0.341708,0.223117,0.285952,0.258703,0.2298,0.367948,0.235455,0.252235,0.278371,0.267495,0.37735,0.29337
54.700000000,0.36669,0.227213,0.272562,0.265844,0.265272,0.323339,0.241611,0.266292,0.280956,0.263499,0.343528,0.313632
54.800000000,0.385671,0.219789,0.255966,0.241483,0.283347,0.290885,0.249678,0.294192,0.269054,0.259096,0.356078,0.314671
54.900000000,0.410198,0.201277,0.252695,0.203604,0.27847,0.306642,0.243385,0.299411,0.243615,0.257441,0.403071,0.27815
55.000000000,0.397368,0.212864,0.267793,0.220345,0.276648,0.311046,0.237302,0.306613,0.233937,0.233418,0.410683,0.273943
55.100000000,0.384379,0.215458,0.277586,0.222364,0.289673,0.313047,0.244209,0.317421,0.230811,0.216057,0.403303,0.272801
55.200000000,0.385565,0.214568,0.297248,0.217275,0.30258,0.292937,0.2436,0.318481,0.238159,0.219659,0.368529,0.301353
55.300000000,0.398744,0.230523,0.304865,0.236075,0.29006,0.288893,0.236894,0.31126,0.249137,0.217177,0.354184,0.289675
55.400000000,0.39951,0.240657,0.273806,0.243158,0.278242,0.299593,0.258672,0.288468,0.259603,0.245614,0.3415,0.294515
55.500000000,0.383126,0.234451,0.258926,0.248892,0.286028,0.291236,0.255124,0.289374,0.256735,0.263078,0.339923,0.321141
55.600000000,0.358206,0.237357,0.274867,0.241984,0.288892,0.265698,0.260254,0.317541,0.269924,0.272981,0.329559,0.32037
55.700000000,0.334793,0.246969,0.288883,0.22803,0.287888,0.265063,0.273726,0.346808,0.283389,0.261835,0.309262,0.314036
55.800000000,0.340976,0.247432,0.297235,0.22218,0.264385,0.270728,0.260755,0.361897,0.292827,0.263857,0.324461,0.28636
55.900000000,0.332215,0.251518,0.313306,0.213432,0.264416,0.288218,0.245739,0.351278,0.273011,0.259948,0.363575,0.267571
56.000000000,0.335725,0.249435,0.330823,0.219365,0.263423,0.29552,0.223359,0.331514,0.274143,0.227442,0.397716,0.256767
56.100000000,0.32499,0.225472,0.323632,0.249687,0.27578,0.27705,0.219064,0.311914,0.300386,0.259327,0.390947,0.260864
56.200000000,0.325735,0.221296,0.319495,0.250387,0.271213,0.272697,0.224497,0.330404,0.29131,0.268113,0.381157,0.265783
56.300000000,0.350115,0.233062,0.308029,0.260382,0.279307,0.260502,0.223433,0.336401,0.275596,0.25346,0.375959,0.264422
56.400000000,0.38768,0.240054,0.321328,0.239835,0.28166,0.250651,0.212635,0.347247,0.267023,0.246066,0.366844,0.2386
56.500000000,0.414563,0.227076,0.344201,0.199755,0.269044,0.252456,0.21983,0.366695,0.224889,0.223713,0.378873,0.234779
56.600000000,0.386799,0.228506,0.336066,0.234877,0.27592,0.280787,0.225175,0.34747,0.196744,0.241283,0.378264,0.252273
56.700000000,0.362446,0.260634,0.317379,0.270884,0.274194,0.270796,0.216445,0.353549,0.224617,0.245229,0.364414,0.250696
56.800000000,0.355877,0.245417,0.303486,0.286246,0.288154,0.265735,0.237041,0.334779,0.278912,0.235355,0.333969,0.269164
56.900000000,0.364264,0.219112,0.298933,0.28235,0.281561,0.276385,0.247369,0.336635,0.287553,0.258228,0.323207,0.257309
57.000000000,0.355051,0.224181,0.332326,0.269105,0.254271,0.268727,0.256626,0.324247,0.264414,0.268143,0.350893,0.260808
57.100000000,0.341316,0.217071,0.354195,0.255483,0.27383,0.287904,0.256287,0.290166,0.258613,0.261347,0.373936,0.250793
57.200000000,0.31938,0.22663,0.367149,0.282574,0.282804,0.287214,0.225251,0.295068,0.266102,0.230798,0.395424,0.226446
57.300000000,0.308225,0.237464,0.360691,0.310809,0.271233,0.275154,0.197376,0.286761,0.260286,0.209351,0.433591,0.227739
57.400000000,0.327533,0.231,0.344111,0.299931,0.267584,0.272547,0.193007,0.269797,0.25384,0.205468,0.456431,0.24512
57.500000000,0.340017,0.235313,0.289049,0.288462,0.285215,0.254806,0.266508,0.281792,0.276955,0.230983,0.392431,0.285466
57.600000000,0.381609,0.227629,0.273843,0.293144,0.30793,0.245541,0.267902,0.311441,0.26173,0.219541,0.357323,0.270884
57.700000000,0.427286,0.172954,0.257852,0.294069,0.350541,0.242517,0.246099,0.337543,0.20336,0.212125,0.342649,0.273122
57.800000000,0.447058,0.173368,0.239674,0.302403,0.333176,0.24054,0.251672,0.344478,0.197817,0.234915,0.333394,0.254664
57.900000000,0.452537,0.208454,0.252524,0.32888,0.294199,0.239401,0.236849,0.341917,0.185039,0.238555,0.350728,0.220901
58.000000000,0.44491,0.227907,0.260033,0.333004,0.296313,0.2492,0.222065,0.338543,0.181261,0.248606,0.327951,0.235724
58.100000000,0.429705,0.243908,0.259844,0.334086,0.30028,0.267398,0.196235,0.344065,0.172346,0.254445,0.319882,0.247793
58.200000000,0.394767,0.232393,0.244686,0.319205,0.304181,0.265157,0.244268,0.325388,0.215887,0.263505,0.328952,0.275245
58.300000000,0.383399,0.212156,0.253247,0.336814,0.323827,0.256543,0.248893,0.322646,0.227551,0.258848,0.325421,0.262699
58.400000000,0.431757,0.198884,0.238316,0.346167,0.330825,0.225197,0.244133,0.330071,0.198007,0.251371,0.332068,0.236718
58.500000000,0.446027,0.243085,0.269579,0.318778,0.304972,0.252338,0.236472,0.283558,0.20639,0.260217,0.319619,0.24941
58.600000000,0.395487,0.290333,0.308726,0.300011,0.264925,0.278691,0.23316,0.26908,0.254748,0.27602,0.315092,0.242877
58.700000000,0.356519,0.324663,0.311018,0.266626,0.26848,0.281229,0.249586,0.268407,0.264508,0.287214,0.315201,0.249704
58.800000000,0.377948,0.331117,0.293364,0.299945,0.260818,0.273685,0.222724,0.286245,0.237494,0.266343,0.321824,0.257106
58.900000000,0.404524,0.281079,0.299047,0.296065,0.267007,0.25578,0.220509,0.299142,0.24422,0.263711,0.322603,0.268672
59.000000000,0.403284,0.237571,0.339005,0.271083,0.256721,0.239002,0.240587,0.309053,0.266449,0.275998,0.307505,0.272688
59.100000000,0.373089,0.24527,0.351194,0.264292,0.258461,0.249951,0.241506,0.319994,0.267617,0.261126,0.299478,0.296592
59.200000000,0.333354,0.268393,0.361605,0.2563,0.250365,0.244903,0.222352,0.336605,0.290616,0.270011,0.290317,0.305519
59.300000000,0.334103,0.276645,0.397909,0.220464,0.23821,0.216075,0.191302,0.34631,0.295411,0.25339,0.327902,0.293179
59.400000000,0.304379,0.266474,0.382446,0.215399,0.272708,0.24602,0.182544,0.340215,0.31352,0.211545,0.377276,0.272647
59.500000000,0.300614,0.245542,0.357297,0.225049,0.283064,0.263165,0.219705,0.363404,0.311909,0.222269,0.366364,0.245774
59.600000000,0.369915,0.213178,0.310832,0.254787,0.277384,0.272604,0.24404,0.341769,0.298009,0.262803,0.318861,0.26272
59.700000000,0.409869,0.217599,0.310534,0.260091,0.284371,0.265483,0.253632,0.336289,0.260438,0.272336,0.284042,0.262939
59.800000000,0.436688,0.203667,0.335393,0.237884,0.293793,0.264553,0.236248,0.332181,0.225467,0.289583,0.274413,0.257467
59.900000000,0.424744,0.225512,0.330178,0.224257,0.291179,0.268549,0.225376,0.328366,0.237726,0.29118,0.28074,0.271646
60.000000000,0.378156,0.245015,0.31464,0.241292,0.274562,0.279845,0.236291,0.322726,0.260056,0.278393,0.324397,0.275132
60.100000000,0.339075,0.243165,0.31365,0.250285,0.246087,0.317047,0.222672,0.297917,0.272856,0.269488,0.381438,0.269992
60.200000000,0.32687,0.243952,0.308887,0.260299,0.239805,0.334206,0.206865,0.285814,0.262884,0.254796,0.419508,0.258415
60.300000000,0.3465,0.231341,0.283529,0.273435,0.254349,0.306341,0.229793,0.282954,0.277467,0.239563,0.39056,0.304864
60.400000000,0.371859,0.214299,0.282519,0.262429,0.275856,0.28734,0.230882,0.305487,0.277079,0.237928,0.372426,0.299561
60.500000000,0.412157,0.200701,0.296939,0.218929,0.280014,0.274156,0.257646,0.321656,0.258122,0.221811,0.37779,0.267912
60.600000000,0.429877,0.220427,0.27914,0.209328,0.268774,0.266753,0.267065,0.306938,0.244468,0.244802,0.376552,0.272881
60.700000000,0.423756,0.234037,0.268934,0.215158,0.270706,0.269039,0.260327,0.309152,0.244004,0.257985,0.364495,0.281213
60.800000000,0.398531,0.273141,0.278797,0.258926,0.278508,0.266054,0.247164,0.311872,0.252797,0.262382,0.316838,0.286276
60.900000000,0.370476,0.289366,0.290718,0.273264,0.284766,0.268978,0.225932,0.283526,0.252951,0.263335,0.342222,0.2907
61.000000000,0.350351,0.260502,0.285536,0.277046,0.271078,0.245362,0.23125,0.275664,0.264471,0.286358,0.361438,0.32461
61.100000000,0.337243,0.247644,0.269628,0.285426,0.258329,0.255118,0.251449,0.277676,0.2592,0.289154,0.366375,0.337042
61.200000000,0.351321,0.243213,0.285199,0.275019,0.226718,0.283359,0.26692,0.26153,0.264298,0.265479,0.3745,0.329436
61.300000000,0.335012,0.270754,0.300088,0.249275,0.214154,0.299929,0.295198,0.263992,0.259732,0.263021,0.36377,0.317247
61.400000000,0.316168,0.286997,0.329751,0.239725,0.248286,0.285951,0.301359,0.296211,0.255054,0.266255,0.339095,0.280295
61.500000000,0.33299,0.268604,0.339554,0.229064,0.245821,0.28799,0.266983,0.302699,0.268398,0.254778,0.367215,0.266709
61.600000000,0.339491,0.241423,0.353655,0.235046,0.243868,0.293227,0.228385,0.284864,0.298545,0.238197,0.380783,0.27662
61.700000000,0.33822,0.231119,0.320959,0.266098,0.268796,0.296084,0.234243,0.271002,0.295497,0.23586,0.379882,0.287889
61.800000000,0.351542,0.225643,0.276875,0.261701,0.295206,0.277419,0.244535,0.284589,0.281138,0.28508,0.363471,0.288167
61.900000000,0.354446,0.227352,0.284543,0.235861,0.312074,0.235197,0.263022,0.271678,0.2837,0.302161,0.366273,0.290591
62.000000000,0.369479,0.215987,0.290666,0.201415,0.32418,0.22162,0.252301,0.283672,0.271665,0.298873,0.375102,0.299362
62.100000000,0.380456,0.190688,0.288718,0.198623,0.352272,0.201108,0.216248,0.31692,0.250005,0.28622,0.38132,0.307428
62.200000000,0.395484,0.213942,0.285766,0.223213,0.343255,0.186536,0.220519,0.353513,0.255201,0.266009,0.348262,0.287992
62.300000000,0.387356,0.233217,0.295896,0.248038,0.320097,0.201643,0.216777,0.37164,0.267996,0.250712,0.316036,0.289311
62.400000000,0.344044,0.231474,0.292133,0.290236,0.293153,0.254818,0.245174,0.346339,0.302435,0.257966,0.280558,0.301358
62.500000000,0.295777,0.219923,0.30073,0.284778,0.292287,0.287579,0.254873,0.324595,0.304243,0.274477,0.323518,0.285643
62.600000000,0.292279,0.198558,0.313207,0.28275,0.28167,0.313534,0.240553,0.305942,0.313107,0.262919,0.351982,0.27738
62.700000000,0.298347,0.17578,0.315639,0.295587,0.293784,0.331491,0.233981,0.298371,0.311775,0.256621,0.341716,0.270731
62.800000000,0.297608,0.16509,0.314865,0.315585,0.291891,0.346446,0.207852,0.315297,0.307841,0.245551,0.357396,0.234113
62.900000000,0.310888,0.209932,0.310641,0.313871,0.267148,0.347057,0.195476,0.306266,0.275689,0.22674,0.390308,0.24634
63.000000000,0.365616,0.21472,0.298996,0.351031,0.276704,0.302587,0.197716,0.284762,0.242576,0.203857,0.403658,0.236546
63.100000000,0.36583,0.227481,0.256564,0.332832,0.317721,0.278514,0.258547,0.282209,0.250606,0.241224,0.347123,0.26707
63.200000000,0.390666,0.232926,0.256689,0.320734,0.324924,0.271466,0.260988,0.308754,0.254393,0.236458,0.310427,0.254283
63.300000000,0.429212,0.216629,0.2608,0.326589,0.340602,0.259153,0.216114,0.336657,0.228617,0.185952,0.318748,0.250029
63.400000000,0.425751,0.21659,0.2721,0.320771,0.338624,0.24882,0.232943,0.356255,0.192752,0.196776,0.298082,0.269085
63.500000000,0.436475,0.233068,0.26268,0.320506,0.3173,0.262358,0.230158,0.367188,0.173844,0.22673,0.272606,0.264936
63.600000000,0.44163,0.23837,0.268077,0.32317,0.314338,0.276103,0.206056,0.351463,0.178703,0.239069,0.266143,0.266254
63.700000000,0.408207,0.249298,0.267161,0.32603,0.304454,0.279147,0.200872,0.337322,0.216279,0.26018,0.284878,0.270499
63.800000000,0.390575,0.238165,0.244615,0.313849,0.300907,0.274641,0.226756,0.328098,0.246048,0.278174,0.308602,0.272391
63.900000000,0.405999,0.221958,0.233178,0.317302,0.324787,0.257123,0.243235,0.339152,0.225787,0.262401,0.322837,0.246988
64.000000000,0.435669,0.193268,0.236955,0.323287,0.369641,0.251407,0.238364,0.331755,0.162835,0.233762,0.327015,0.239501
64.100000000,0.409553,0.240815,0.251969,0.334478,0.326863,0.271592,0.241589,0.287237,0.199004,0.246501,0.309351,0.285263
64.200000000,0.36084,0.282469,0.294143,0.328676,0.274494,0.269104,0.249115,0.28875,0.256216,0.274363,0.280825,0.287183
64.300000000,0.334344,0.29327,0.306055,0.305491,0.279561,0.265853,0.255352,0.296405,0.280854,0.286264,0.268948,0.283127
64.400000000,0.371661,0.283857,0.300831,0.312512,0.277212,0.248185,0.243511,0.309385,0.277176,0.259594,0.28714,0.270197
64.500000000,0.425128,0.236719,0.291385,0.303621,0.278052,0.239943,0.254993,0.313569,0.25368,0.252066,0.301444,0.262958
64.600000000,0.415719,0.230634,0.309913,0.290568,0.284193,0.232192,0.2707,0.30837,0.257641,0.256153,0.294553,0.267781
64.700000000,0.345024,0.239314,0.311341,0.28675,0.300963,0.236336,0.248793,0.35201,0.304014,0.245129,0.279957,0.285301
64.800000000,0.299921,0.257415,0.289965,0.264265,0.283764,0.274618,0.271889,0.342069,0.320925,0.250246,0.285615,0.309526
64.900000000,0.299519,0.254066,0.27964,0.255957,0.268269,0.285446,0.284078,0.328487,0.306874,0.258079,0.331155,0.299225
65.000000000,0.309182,0.251482,0.27228,0.243617,0.276035,0.274051,0.284466,0.325818,0.294556,0.236987,0.376743,0.290583
65.100000000,0.326069,0.26396,0.283633,0.230826,0.285549,0.258764,0.280725,0.33618,0.279876,0.219228,0.378427,0.283474
65.200000000,0.360788,0.253322,0.283055,0.245895,0.282092,0.269913,0.276667,0.322672,0.266778,0.264647,0.319546,0.29777
65.300000000,0.396935,0.210264,0.281501,0.243624,0.27504,0.267036,0.257898,0.344386,0.243062,0.293935,0.292166,0.311014
65.400000000,0.408759,0.22945,0.263699,0.246153,0.296701,0.259848,0.254047,0.351963,0.23217,0.29115,0.279703,0.298773
65.500000000,0.366412,0.260065,0.262041,0.267866,0.296391,0.271377,0.272758,0.315143,0.269818,0.289526,0.27658,0.298934
65.600000000,0.332657,0.254395,0.301492,0.258557,0.277026,0.272355,0.272498,0.294067,0.271525,0.320027,0.287698,0.310337
65.700000000,0.341295,0.226712,0.343969,0.225483,0.270256,0.269174,0.280126,0.266289,0.2467,0.351794,0.306833,0.298866
65.800000000,0.326491,0.233454,0.342375,0.244985,0.260329,0.267716,0.254985,0.278336,0.236683,0.341373,0.342948,0.299275
65.900000000,0.301481,0.234881,0.306651,0.272373,0.255478,0.259672,0.246353,0.305421,0.258758,0.289132,0.383913,0.317972
66.000000000,0.271988,0.241352,0.270814,0.31973,0.254413,0.254063,0.250515,0.306593,0.250363,0.264212,0.416773,0.316202
66.100000000,0.257461,0.266224,0.272372,0.359742,0.246368,0.241659,0.245768,0.306763,0.229587,0.245958,0.424721,0.303386
66.200000000,0.256907,0.287624,0.305782,0.347262,0.251148,0.234698,0.251118,0.29678,0.237339,0.242507,0.390727,0.316343
66.300000000,0.255653,0.283956,0.313626,0.328561,0.238406,0.246524,0.247949,0.287674,0.24157,0.251225,0.415196,0.303304
66.400000000,0.281713,0.297615,0.291826,0.322372,0.235364,0.275439,0.26031,0.29957,0.231337,0.25384,0.408109,0.264021
66.500000000,0.289878,0.274793,0.273837,0.352476,0.234555,0.288466,0.264394,0.298696,0.241467,0.248314,0.414084,0.229018
66.600000000,0.283186,0.246125,0.292326,0.318251,0.279412,0.269968,0.302089,0.26961,0.284221,0.272889,0.375557,0.247581
66.700000000,0.276782,0.250786,0.317119,0.28503,0.285919,0.257359,0.307933,0.249517,0.283252,0.292388,0.356393,0.284408
66.800000000,0.265896,0.242151,0.31712,0.297947,0.26767,0.240405,0.286136,0.272417,0.287077,0.27151,0.358096,0.333819
66.900000000,0.260914,0.24605,0.280192,0.311628,0.248292,0.276015,0.271099,0.304204,0.282224,0.273807,0.367434,0.319792
67.000000000,0.274404,0.263793,0.284321,0.357234,0.223378,0.292717,0.260464,0.295686,0.237329,0.313069,0.365463,0.260592
67.100000000,0.279779,0.25197,0.304575,0.349604,0.228126,0.268094,0.274688,0.317948,0.27423,0.33924,0.296119,0.254584
67.200000000,0.310164,0.235395,0.328738,0.311155,0.232592,0.257805,0.284608,0.309879,0.2758,0.362168,0.24604,0.279546
67.300000000,0.319809,0.22904,0.319204,0.298195,0.255147,0.246829,0.286401,0.291373,0.275958,0.356258,0.249202,0.310369
67.400000000,0.308742,0.2643,0.282778,0.311442,0.277323,0.231451,0.261146,0.305716,0.269512,0.318129,0.292916,0.325707
67.500000000,0.295399,0.289271,0.268529,0.323933,0.291898,0.230942,0.232665,0.306011,0.274057,0.306535,0.317581,0.30948
67.600000000,0.28893,0.276067,0.262318,0.330583,0.323869,0.225398,0.204531,0.297065,0.297877,0.300532,0.32293,0.305124
67.700000000,0.277055,0.25828,0.270689,0.335577,0.337989,0.201042,0.204748,0.270789,0.317662,0.279583,0.326534,0.339183
67.800000000,0.266436,0.257699,0.295358,0.345788,0.319775,0.231364,0.22084,0.29573,0.302279,0.265502,0.317475,0.318012
67.900000000,0.268825,0.258459,0.303994,0.385255,0.296968,0.25789,0.221945,0.33093,0.265555,0.25537,0.315116,0.267573
68.000000000,0.300061,0.235993,0.301024,0.345487,0.286838,0.262892,0.27908,0.3116,0.276689,0.258869,0.300267,0.290163
68.100000000,0.301859,0.217349,0.324344,0.296113,0.264786,0.261368,0.302134,0.316584,0.28127,0.287266,0.309316,0.285504
68.200000000,0.297722,0.207035,0.362022,0.25929,0.267457,0.273443,0.308379,0.316662,0.251315,0.312864,0.29356,0.285148
68.300000000,0.306959,0.217435,0.382697,0.26202,0.285492,0.285453,0.296876,0.296861,0.240527,0.331343,0.256925,0.265488
68.400000000,0.318132,0.22586,0.360403,0.290827,0.291274,0.277829,0.289136,0.291052,0.255,0.335346,0.246656,0.254259
68.500000000,0.339986,0.220464,0.348624,0.308437,0.297552,0.247796,0.270374,0.268691,0.250716,0.36341,0.262334,0.245258
68.600000000,0.334228,0.224723,0.390974,0.310746,0.283448,0.215004,0.260469,0.258808,0.228252,0.372275,0.287509,0.231566
68.700000000,0.321934,0.233849,0.337822,0.322009,0.306315,0.222443,0.250274,0.28126,0.249915,0.313495,0.315081,0.2807
68.800000000,0.297716,0.25492,0.309334,0.352605,0.296589,0.220316,0.227945,0.315575,0.243127,0.280634,0.3535,0.274743
68.900000000,0.243382,0.249097,0.282709,0.403356,0.309731,0.230021,0.204164,0.346286,0.190366,0.269495,0.384216,0.262997
69.000000000,0.258931,0.265853,0.263732,0.403455,0.309272,0.231776,0.210477,0.34696,0.209461,0.248856,0.372119,0.267616
69.100000000,0.29391,0.269421,0.272811,0.375275,0.293991,0.23465,0.209856,0.311617,0.24034,0.250006,0.368032,0.295672
69.200000000,0.292455,0.26349,0.267913,0.395025,0.284325,0.232035,0.201577,0.302028,0.228762,0.262279,0.374737,0.298555
69.300000000,0.270198,0.268411,0.275861,0.420171,0.276487,0.23609,0.192023,0.30183,0.209561,0.261077,0.395061,0.272026
69.400000000,0.280619,0.236056,0.260416,0.360875,0.299184,0.280475,0.264001,0.288435,0.254839,0.270071,0.348203,0.295446
69.500000000,0.284304,0.241813,0.25101,0.353046,0.300196,0.288921,0.275894,0.305292,0.243401,0.268099,0.341969,0.286484
69.600000000,0.286981,0.229963,0.268401,0.379609,0.298086,0.285097,0.281823,0.307448,0.216911,0.268223,0.335864,0.269694
69.700000000,0.332507,0.234173,0.269029,0.373812,0.282068,0.321554,0.269199,0.243784,0.218316,0.274471,0.309774,0.297784
69.800000000,0.344227,0.241259,0.286604,0.368225,0.255031,0.341952,0.263795,0.238436,0.209256,0.271575,0.292292,0.306893
69.900000000,0.341233,0.2536,0.305579,0.353895,0.251942,0.342509,0.258549,0.243333,0.213669,0.286907,0.283369,0.292426
70.000000000,0.346184,0.268307,0.285947,0.355355,0.269075,0.324266,0.265619,0.239256,0.217199,0.280623,0.294941,0.286119
70.100000000,0.362932,0.250311,0.264361,0.343061,0.263989,0.33798,0.273842,0.229068,0.24087,0.293735,0.297836,0.271404
70.200000000,0.371929,0.235358,0.272341,0.315881,0.249546,0.366729,0.264423,0.241346,0.244532,0.322001,0.286257,0.248939
70.300000000,0.348674,0.25456,0.29943,0.288664,0.24283,0.340217,0.24051,0.28352,0.265685,0.316987,0.274222,0.285361
70.400000000,0.361621,0.25366,0.313029,0.282883,0.227926,0.304655,0.220723,0.32319,0.265829,0.316637,0.249833,0.309194
70.500000000,0.375741,0.218039,0.314915,0.290518,0.198548,0.3738,0.180686,0.353199,0.2192,0.292336,0.209935,0.337015
70.600000000,0.340056,0.281126,0.301203,0.307954,0.249392,0.371426,0.199127,0.313349,0.266653,0.252953,0.219905,0.313577
70.700000000,0.332776,0.287599,0.304226,0.311761,0.259294,0.371266,0.213426,0.299474,0.257859,0.267329,0.217556,0.302001
70.800000000,0.328057,0.280519,0.287792,0.305713,0.252647,0.357747,0.256807,0.289389,0.237175,0.280151,0.242742,0.319739
70.900000000,0.2855,0.299483,0.287612,0.292214,0.267409,0.302075,0.291484,0.305496,0.249529,0.288505,0.274373,0.314422
71.000000000,0.303255,0.279033,0.303931,0.272981,0.262387,0.274043,0.295028,0.297329,0.254175,0.317079,0.283272,0.313854
71.100000000,0.339806,0.292722,0.299809,0.263511,0.253204,0.254654,0.302016,0.272934,0.258662,0.329072,0.293314,0.289184
71.200000000,0.33122,0.310819,0.329021,0.234872,0.239009,0.25193,0.330071,0.24255,0.260529,0.327867,0.308174,0.267489
71.300000000,0.336691,0.276895,0.360059,0.202946,0.226931,0.253126,0.333949,0.226167,0.266486,0.346577,0.325247,0.252941
71.400000000,0.346305,0.234324,0.385155,0.224563,0.220931,0.255944,0.298576,0.216088,0.248657,0.36398,0.345987,0.249426
71.500000000,0.321621,0.243346,0.326649,0.277896,0.249292,0.268514,0.279915,0.260417,0.270176,0.325956,0.356577,0.258091
71.600000000,0.302174,0.258543,0.295241,0.30228,0.252177,0.266371,0.276422,0.26878,0.261009,0.314798,0.370252,0.275311
71.700000000,0.285561,0.254917,0.291693,0.330265,0.235429,0.269362,0.262583,0.288087,0.231065,0.318625,0.380675,0.282064
71.800000000,0.286902,0.261255,0.292634,0.318559,0.268499,0.275403,0.261081,0.292554,0.225326,0.283438,0.360763,0.31523
71.900000000,0.279491,0.27177,0.2887,0.323854,0.26182,0.2713,0.243797,0.305088,0.232431,0.271612,0.371329,0.315349
72.000000000,0.257903,0.283398,0.284648,0.335413,0.250263,0.269403,0.230965,0.322332,0.242175,0.263597,0.400387,0.280624
72.100000000,0.26303,0.292293,0.283307,0.34141,0.235627,0.26633,0.234333,0.330706,0.236047,0.238565,0.417816,0.265752
72.200000000,0.320274,0.256104,0.296636,0.305631,0.243578,0.262579,0.292142,0.2893,0.259109,0.242663,0.37927,0.288521
72.300000000,0.337123,0.237353,0.310869,0.280945,0.248051,0.256468,0.30363,0.256469,0.238284,0.259038,0.376582,0.321676
72.400000000,0.309305,0.231738,0.318969,0.273123,0.249344,0.242741,0.292723,0.272157,0.230634,0.281701,0.387297,0.333005
72.500000000,0.277993,0.245704,0.300558,0.318551,0.242549,0.267721,0.254533,0.299522,0.235669,0.292475,0.391056,0.302536
72.600000000,0.286446,0.258195,0.279604,0.370997,0.237654,0.269168,0.250292,0.307296,0.224902,0.296699,0.38613,0.248496
72.700000000,0.319334,0.231088,0.26404,0.341156,0.237368,0.26038,0.27237,0.309496,0.284421,0.313078,0.332508,0.273734
72.800000000,0.334046,0.214164,0.315132,0.298535,0.231426,0.258838,0.279761,0.277057,0.294738,0.337205,0.308559,0.287658
72.900000000,0.329659,0.21623,0.332348,0.282864,0.246033,0.255096,0.282906,0.284537,0.2513,0.33551,0.317058,0.302083
73.000000000,0.31752,0.238808,0.308625,0.314656,0.275291,0.244942,0.26526,0.283207,0.225499,0.312091,0.360861,0.288222
73.100000000,0.305632,0.262571,0.28137,0.35139,0.295035,0.229261,0.237718,0.28766,0.23513,0.265209,0.392349,0.276725
73.200000000,0.286105,0.228979,0.286243,0.35026,0.327253,0.234355,0.227234,0.243428,0.271918,0.257399,0.38629,0.314281
