TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.232199546,-521.575,-2.34958,19.4205,18.2515,20.3378,14.0721,12.3303,8.96035,6.5573,4.86418,4.98327,2.67254,1.46339,4.28512,3.77634,1.16434,-0.0939383,0.86326,-0.282553,-1.56992,-1.1074
0.255419501,-526.571,-6.06475,17.8208,16.558,13.1167,12.288,9.16795,9.99897,9.19469,6.42355,6.44458,3.51289,2.13418,1.96114,1.30124,2.08306,2.08042,1.25237,-0.362446,0.378737,-0.134367
0.278639456,-530.398,-1.83078,8.18778,14.5863,14.3135,8.86359,7.19065,7.29733,6.13142,4.38679,5.43986,6.36825,4.53624,4.08208,3.23587,0.894312,0.463737,0.677085,1.4446,-1.67559,1.25894
0.301859410,-537.438,4.45993,4.78029,6.15607,9.90794,10.7166,9.1595,5.92174,3.77084,3.27671,2.22737,3.32886,4.44335,3.26475,1.21698,2.76085,3.5229,2.38304,1.39775,-0.0103416,-1.49165
0.325079365,-548.221,9.36716,6.7052,4.03432,4.608,4.2032,5.56157,6.29126,6.55051,5.88327,3.72406,1.62218,1.65947,2.03613,2.4761,0.978027,-0.645015,-0.81498,0.408738,1.6249,1.91452
0.348299320,-553.816,11.0035,7.63886,4.33294,3.6635,2.4987,2.45763,2.07088,2.17318,1.9247,2.02137,1.83385,2.03657,2.1186,2.37704,2.5642,2.14954,1.26811,0.530849,-0.467706,-0.766622
0.371519274,-546.296,6.49703,6.81892,2.96399,3.38471,2.98774,4.66971,1.57038,1.0075,1.37084,-0.687736,-1.32898,0.952162,0.689777,0.76287,0.514223,-0.651839,0.417704,2.86608,-0.103786,2.39282
0.394739229,-207.004,16.258,-6.16446,-4.70896,-9.23034,1.11507,-6.96765,-1.3608,-7.61687,-5.74339,-6.05215,0.0181277,-2.8545,-0.372492,-2.56563,1.93983,-1.97996,1.28456,-1.88684,-0.727074,-0.58109
0.417959184,-258.595,32.752,18.3416,8.99463,7.05358,8.69628,-0.16392,7.69967,-0.606724,3.62309,-1.2773,2.65458,-3.79149,1.12745,-4.89844,-0.280104,-3.31951,-0.0812392,-3.37297,1.31638,-4.24747
0.441179138,-368.701,52.2133,25.073,19.4242,13.1754,10.1772,5.9964,6.68273,2.8754,4.03564,1.44025,4.50168,0.942019,3.16577,0.945326,2.38151,0.179041,0.837733,0.276234,0.330039,-2.30666
0.464399093,-411.327,37.587,39.0626,22.5319,16.5608,14.5739,8.07006,11.6907,3.98292,7.54786,3.25198,2.47131,0.0803831,3.53789,-0.883322,4.25106,-1.1241,0.158026,-0.799352,0.606367,0.651758
0.487619048,-391.35,31.0379,29.0185,23.4184,17.3951,15.5758,9.32104,8.94427,4.30817,7.08116,2.6401,5.15254,1.21813,3.80734,0.137764,3.04929,0.164428,2.41482,-0.740906,0.949497,-1.28
0.510839002,-414.182,26.7632,39.949,24.0775,19.0623,10.6107,7.54529,11.7434,4.99278,7.09014,3.4702,5.8256,0.719942,3.23514,0.575913,4.19896,-0.493608,3.43794,-2.04507,1.51375,-0.864565
0.534058957,-413.765,10.0699,33.9732,23.2367,20.9859,17.8298,10.2928,9.98403,2.91106,6.36021,4.34166,7.13186,2.29822,4.07759,-0.423089,4.03111,0.776635,2.15476,-2.92541,2.62642,-1.77783
0.557278912,-407.847,-6.93599,21.4224,17.6152,16.7164,16.7257,10.968,11.1962,5.87829,6.23631,2.11876,6.4839,-2.6356,0.00548551,1.09817,5.25177,-2.25923,2.22831,-0.905485,0.834334,-1.13455
0.580498866,-444.921,-1.0333,22.6882,15.8806,17.781,15.7734,12.3736,13.2924,6.91645,7.83987,3.00849,5.33112,3.28656,4.79184,-0.152087,1.44936,-0.343616,0.561025,-0.176485,4.6987,1.08703
0.603718821,-484.688,-3.69368,24.1437,19.7121,20.1783,15.7124,9.63521,10.4842,4.64492,8.57793,3.81707,4.10772,1.35458,4.24909,0.232618,1.70902,-0.854067,1.45003,0.850674,1.25621,-0.334822
0.626938776,-512.38,-3.29491,24.7312,20.315,18.4901,12.1533,9.99224,11.5203,6.55433,4.82555,4.12649,5.08783,0.881125,3.02467,1.28472,1.56062,0.630183,0.939267,-1.08087,-0.384564,-0.364846
0.650158730,-495.712,-11.5837,16.9468,13.4477,15.7531,13.5906,10.2364,9.98016,5.61269,5.51838,3.92904,5.01344,0.924893,4.15897,-0.158924,2.1887,0.754377,1.25249,0.202046,0.954897,-0.0509874
0.673378685,-473.834,-17.2658,9.92576,8.71821,8.58757,11.5142,6.9733,8.6701,5.43006,7.51637,3.4392,4.76167,2.36327,3.77677,1.39161,3.04522,-0.48229,1.60955,-1.18664,0.593935,-1.1861
0.696598639,-490.609,-20.0245,9.03479,7.62877,9.25766,10.7647,6.55411,7.20294,1.94335,4.85649,2.60961,5.04663,3.94857,5.68155,2.0911,2.91595,-0.539533,1.25458,-0.20723,0.869652,-0.553418
0.719818594,-547.672,6.90576,3.78066,4.37499,5.98757,6.80327,7.48752,6.86609,5.64007,3.78724,2.18654,0.967073,0.452261,2.12594,4.09925,5.0158,2.61591,0.532729,0.292222,0.789104,0.323349
0.743038549,-529.075,-10.7364,11.6278,3.74725,1.08626,2.77149,0.721035,3.10566,0.74194,4.15169,2.10799,4.7419,2.84472,5.45031,2.3974,4.45281,1.76621,2.80663,0.13471,1.32092,-0.923754
0.766258503,-564.47,11.0365,10.9613,3.24759,4.52739,3.87604,2.1344,2.22742,1.30329,1.11177,1.33809,0.81065,1.0144,0.485349,0.621372,0.626077,0.648567,0.218337,-0.0743158,-0.493986,-0.352459
0.789478458,-515.997,-0.117593,6.68006,-0.554976,-2.05623,-4.09336,-1.83064,1.07857,-2.89143,-3.79545,1.88707,4.94214,4.09047,0.394535,-0.436333,1.43663,-1.51135,-0.989376,-1.62972,0.207767,1.0385
0.812698413,-173.234,22.8686,3.54258,-2.46309,-4.13335,3.56352,-3.91502,2.67347,-5.55362,-4.57395,-7.99469,-3.87511,-6.3164,-2.75194,-3.65563,0.927988,-2.51424,1.5603,-1.8962,0.117456,-1.05079
0.835918367,-304.686,46.75,22.0197,12.8156,8.86227,8.29209,3.09217,5.41711,1.19216,4.27835,-0.794458,4.21862,-0.515409,1.48553,-0.236654,-0.387785,-2.46254,-0.886517,-2.37387,-0.233265,-2.75276
0.859138322,-380.188,34.1276,29.7955,25.195,18.3118,11.9004,8.89828,12.9609,3.24219,2.70411,1.28226,1.47586,0.511201,3.36757,-0.465733,4.66523,0.611478,1.58238,0.491067,0.961257,-1.93619
0.882358277,-381.072,24.8692,28.982,22.2466,18.9366,18.5034,8.88067,8.41894,2.6023,9.72312,3.0367,5.4934,1.26843,4.91275,-1.48181,2.56079,0.394849,1.61681,-1.3847,1.31793,-1.47173
0.905578231,-379.117,17.1231,35.2975,22.7188,12.3288,15.4396,12.094,12.6107,6.01277,7.75421,-0.615298,5.68622,1.04137,4.46013,0.76317,2.4898,-0.106839,3.17208,-1.30765,1.70842,-2.57469
0.928798186,-374.098,8.0694,34.1778,24.411,15.192,18.8051,3.5812,7.66788,6.68514,7.94419,4.53807,6.80149,2.57683,3.43013,0.133907,1.72633,-2.03829,3.90439,-1.85425,2.84349,-0.793609
0.952018141,-368.412,-2.84844,20.1108,20.2463,20.9151,17.8638,8.62064,7.71934,3.02078,7.94708,5.25076,4.0664,0.684457,4.66781,0.169747,2.69733,2.22061,2.71429,-2.75763,1.66239,-1.34701
0.975238095,-359.064,-12.9207,11.7543,12.4958,11.0238,12.6521,7.40466,8.12347,4.20368,4.60327,4.05804,7.32351,5.08315,5.8937,1.92312,2.66421,-2.89408,0.160482,-1.90887,2.5145,-1.91114
0.998458050,-432.725,-0.861909,21.1403,15.0388,13.1972,14.4105,5.80042,10.2793,4.79914,7.07221,3.46856,6.66576,1.59155,2.15034,0.413717,2.65578,-0.735838,3.28266,0.831115,2.20983,0.116436
1.021678005,-509.884,9.01779,23.0844,20.8499,16.5606,10.7853,8.90948,9.35807,7.82409,4.67283,7.35196,6.7746,3.31046,1.7572,1.82612,1.00811,0.81622,2.12243,0.639432,-0.727181,-1.92104
1.044897959,-444.82,-18.5663,11.9158,9.29463,10.6073,11.8456,9.52489,11.871,8.52587,9.49435,5.94947,6.28106,2.86392,4.00117,0.722452,2.17288,0.048268,1.64102,-0.395633,0.673336,-0.900237
1.068117914,-524.223,0.241191,20.6915,14.8398,12.4613,9.82592,5.31791,5.97297,6.86192,7.55762,5.76036,5.16646,4.31588,4.17495,2.28228,5.86363,1.55786,-1.27842,-0.44594,1.00372,2.17877
1.091337868,-433.018,-22.5091,6.32266,4.31366,5.96243,7.66761,5.42224,6.75286,4.57706,6.20762,3.51495,4.3163,2.30772,2.87123,1.6335,3.66752,1.76752,2.44703,1.15164,2.01298,0.506613
1.114557823,-174.198,19.2185,0.158855,-4.94879,-6.50874,2.03511,-4.56922,0.612547,-6.58149,-5.8987,-7.7699,-3.12522,-5.06466,-1.83463,-1.91642,1.92238,-0.832382,2.06182,-0.452284,0.510525,0.190752
1.137777778,-282.869,38.4406,18.9941,12.1651,9.10665,7.71244,3.6798,7.81254,-0.48825,4.19842,0.302554,4.16609,-1.62788,1.31668,-3.81797,-0.847114,-4.10828,-1.74486,-3.24691,-0.044488,-2.50626
1.160997732,-359.183,33.9275,28.158,21.3418,15.618,13.86,9.46443,9.09146,1.44997,3.23023,-0.0997253,2.76064,0.0255562,5.03517,0.285049,3.12105,0.998775,1.70951,-0.549496,-0.0573165,-2.52013
1.184217687,-359.849,16.0446,33.4545,18.669,16.3295,20.922,2.69285,8.09951,6.1811,10.1372,3.97184,6.7141,-1.06881,3.33375,-0.0301892,2.4824,0.413171,2.85398,-3.68704,1.5191,-1.07334
1.207437642,-357.155,13.0781,29.3086,19.2751,14.7062,15.4144,13.6347,15.1069,4.63951,4.81343,0.428244,4.38353,0.0135516,5.51975,2.11717,3.52457,-0.917086,2.58295,-1.27321,0.912282,-2.8034
1.230657596,-358.797,8.3173,27.58,21.6678,10.6007,14.7432,7.10915,14.7986,7.27052,10.8745,2.58796,9.66649,0.87703,4.41257,-2.87641,1.34824,1.18055,3.48747,-2.16057,0.966351,-2.14372
1.253877551,-355.545,-3.91363,22.5778,22.2669,20.6983,12.6238,3.0118,10.93,5.34939,7.89904,2.06466,9.29845,1.12253,2.30119,1.08322,3.83614,-0.694633,4.53017,1.40486,2.37459,-0.680837
1.277097506,-348.756,-20.1105,7.88836,10.5257,12.9892,12.8366,6.57073,11.9182,3.78445,6.06191,0.992981,3.15824,-0.00391369,4.66912,-1.22805,5.01705,0.674607,1.00951,-1.85574,0.0320169,-1.62008
1.300317460,-435.674,1.49742,24.4771,18.3519,12.3054,11.4421,8.68343,8.62339,1.91248,7.50905,4.7602,7.13431,5.27835,3.79839,1.80552,0.974157,0.754602,-1.36797,-0.681223,2.56792,-2.38918
1.323537415,-491.484,7.83393,26.8922,16.8194,15.0151,10.5692,7.65604,7.20799,4.58782,5.72044,6.5399,6.27422,3.81966,3.8671,2.62686,1.98435,0.695193,0.620827,0.654712,0.619405,-0.25545
1.346757370,-524.494,0.738138,22.6401,19.7217,18.3349,12.8678,10.7917,9.64922,8.01534,5.94351,6.18739,4.37117,0.680663,2.04836,2.37733,2.1376,0.317114,1.32673,0.0575386,-0.459592,0.938319
1.369977324,-531.63,-5.45266,21.1792,17.1868,14.4903,11.3435,9.2529,11.4613,8.74278,7.43901,5.43724,6.03678,1.78109,2.07353,1.71836,1.16424,0.12546,1.38964,0.138187,-1.40331,0.884206
1.393197279,-528.173,-2.03696,9.93946,14.4734,10.3216,6.07691,8.46252,8.4572,8.60335,9.12334,6.37687,5.09488,4.95388,0.612072,1.94111,2.48377,1.01032,2.23349,-1.16584,-1.19385,0.974901
1.416417234,-198.476,16.9958,-4.34314,-6.32152,-8.79728,0.683545,-6.62303,-1.3049,-7.861,-7.20066,-7.04743,-1.58257,-3.66354,-1.37253,-2.16279,1.63145,-2.138,0.831349,-1.64323,-0.770996,-0.532848
1.439637188,-260.518,31.5002,19.6549,9.65248,6.84463,8.123,1.61438,6.95995,0.419555,3.19059,-1.17718,3.39381,-2.85718,0.64757,-4.58498,-0.726379,-3.89632,-0.0474081,-2.83569,0.585404,-3.27631
1.462857143,-343.387,35.2141,27.0977,20.583,9.76532,15.8373,8.9946,4.28044,0.0843318,4.2232,-0.308729,3.94155,-0.252796,7.06922,0.953729,3.40244,0.768298,1.04059,-0.900623,-0.982664,-2.14469
1.486077098,-347.421,23.109,24.5577,20.5268,16.8035,13.8223,4.74295,8.02734,9.76681,7.80219,1.32642,6.16806,-0.369981,1.49655,0.38288,3.28713,-1.98659,2.19018,-0.834299,0.759349,-0.612856
1.509297052,-343.822,13.8375,26.9115,18.634,11.439,17.4205,14.3301,9.49525,3.66679,4.24848,3.32073,5.71559,2.74766,3.93652,-1.18833,5.6295,0.0809932,0.975833,-3.31469,3.85167,-2.6552
1.532517007,-339.69,5.95913,29.3664,21.277,9.03109,10.1718,12.2793,9.3424,6.94804,10.6396,5.04513,5.65452,-0.898274,4.27152,-1.5411,0.219544,2.01452,5.342,0.287092,-0.00235395,-2.87148
1.555736961,-338.929,-1.30658,22.1323,17.7653,16.2907,12.244,7.29924,8.94253,2.89841,8.11224,2.91928,8.30121,3.16539,5.81045,2.31667,3.15062,1.57237,0.711589,-0.989287,1.53251,-1.86855
1.578956916,-331.511,-15.5941,12.8801,11.1368,10.4264,11.3284,3.47775,8.31145,4.02732,8.65009,1.38414,5.40445,0.510714,1.38491,0.813253,3.0029,-0.650862,3.19237,-0.626279,0.298844,-0.998439
1.602176871,-219.046,-47.5181,0.365776,4.56908,7.61546,11.9052,-3.47849,5.25266,-3.3047,5.52305,4.02831,10.305,3.23963,4.72401,4.54168,6.81806,1.31602,2.58906,-0.994489,0.966755,-1.1907
1.625396825,-148.378,0.748807,6.07783,-2.97277,-7.63873,4.91291,-6.6913,3.95803,-9.41678,-4.09633,-7.51849,-2.58856,-5.01381,-4.00852,-1.19771,2.83901,-1.57855,3.51619,-3.06267,1.8875,0.366229
1.648616780,-171.161,-12.9784,7.6944,15.5202,10.2685,15.7469,-1.94137,6.74077,-3.4205,4.99584,2.71439,3.66166,-3.77659,1.5124,-0.942603,0.58523,-4.10972,0.4544,-5.66462,-2.00989,-0.432097
1.671836735,-186.88,-10.72,-1.6672,15.0866,8.13831,18.6344,1.35789,7.58506,-5.77588,6.70675,3.81705,8.66733,1.29516,2.24245,-0.37076,4.83245,1.73772,5.52501,-5.15869,-1.03497,-0.67922
1.695056689,-186.035,-0.233211,-1.34014,14.818,4.84406,14.0038,0.414177,2.7608,-8.87724,8.71581,4.95517,5.28521,-1.5375,3.79764,-0.911939,5.92658,2.17036,7.29992,-1.87954,-0.633084,-1.59033
1.718276644,-194.769,4.78495,-5.12486,16.6945,4.29446,11.8252,0.496307,4.41488,-7.05766,6.23112,7.18858,5.44222,1.38827,5.36234,-2.32897,3.12846,1.7006,2.71512,-3.06597,0.400424,-1.45098
