TIME,VALUE,LABEL
0.000000000,5.50373
0.023219955,16.6236
0.046439909,0
0.069659864,0
0.092879819,0
0.116099773,0
0.139319728,0
0.162539683,0
0.185759637,0
0.208979592,0
0.232199546,0
0.255419501,0
0.278639456,0
0.301859410,0
0.325079365,0
0.348299320,0
0.371519274,0
0.394739229,0
0.417959184,17.9976
0.441179138,9.56668
0.464399093,0
0.487619048,0
0.510839002,0
0.534058957,0
0.557278912,0
0.580498866,0
0.603718821,0
0.626938776,0
0.650158730,0
0.673378685,0
0.696598639,0
0.719818594,0
0.743038549,0
0.766258503,0
0.789478458,0
0.812698413,1.69665
0.835918367,19.7012
0.859138322,0
0.882358277,0
0.905578231,0
0.928798186,0
0.952018141,0
0.975238095,0
0.998458050,0
1.021678005,0
1.044897959,0
1.068117914,0
1.091337868,0
1.114557823,0
1.137777778,18.3998
1.160997732,3.41036
1.184217687,0
1.207437642,0
1.230657596,0
1.253877551,0
1.277097506,0
1.300317460,0
1.323537415,0
1.346757370,0
1.369977324,0
1.393197279,0
1.416417234,0
1.439637188,16.2482
1.462857143,6.66928
1.486077098,0
1.509297052,0
1.532517007,0
1.555736961,0
1.578956916,0
1.602176871,0
1.625396825,24.9344
1.648616780,28.7168
1.671836735,0
1.695056689,0
1.718276644,0
1.741496599,0
1.764716553,0
1.787936508,0
1.811156463,0
1.834376417,0
1.857596372,0
1.880816327,0
1.904036281,0
1.927256236,0
1.950476190,0
1.973696145,0
1.996916100,0
2.020136054,0
2.043356009,0
2.066575964,0.165959
2.089795918,0
2.113015873,0
2.136235828,0
2.159455782,0
2.182675737,0
2.205895692,0
2.229115646,0
2.252335601,0.544323
2.275555556,0.171685
2.298775510,0
2.321995465,0
2.345215420,0
2.368435374,0.178422
2.391655329,0.269779
2.414875283,0
2.438095238,0
2.461315193,0.32865
2.484535147,0.377034
2.507755102,0
2.530975057,0
2.554195011,0.0895872
2.577414966,0.259155
2.600634921,0
2.623854875,0
2.647074830,0
2.670294785,0
2.693514739,0.289134
2.716734694,0.188634
2.739954649,0.0691904
2.763174603,0.0730073
2.786394558,0.972397
2.809614512,0
2.832834467,0
2.856054422,0
2.879274376,0
2.902494331,0.428614
2.925714286,0
2.948934240,0
2.972154195,0
2.995374150,0
3.018594104,0
3.041814059,0
3.065034014,0
3.088253968,0.212914
3.111473923,0.0381747
3.134693878,0
3.157913832,0
3.181133787,0
3.204353741,0
3.227573696,0
3.250793651,0
3.274013605,1.1302
3.297233560,1.03408
3.320453515,0
3.343673469,0
3.366893424,0
3.390113379,0.0132371
3.413333333,0
3.436553288,0
3.459773243,0
3.482993197,0
3.506213152,0
3.529433107,0
3.552653061,0
3.575873016,0.0710455
3.599092971,1.57335
3.622312925,0.102428
3.645532880,0
3.668752834,0
3.691972789,1.51646
3.715192744,0.790811
3.738412698,0
3.761632653,0
3.784852608,0
3.808072562,0
3.831292517,0
3.854512472,0
3.877732426,0
3.900952381,0.21913
3.924172336,0.739905
3.947392290,0
3.970612245,0
3.993832200,0
4.017052154,0
4.040272109,0
4.063492063,0
4.086712018,0.0585916
4.109931973,0.48873
4.133151927,0
4.156371882,0
4.179591837,0
4.202811791,0
4.226031746,0
4.249251701,0
4.272471655,0
4.295691610,0.0529933
4.318911565,0.662658
4.342131519,0
4.365351474,0
4.388571429,0
4.411791383,1.21711
4.435011338,0.29451
4.458231293,0
4.481451247,0
4.504671202,0
4.527891156,0
4.551111111,0
4.574331066,0
4.597551020,0
4.620770975,0
4.643990930,0
4.667210884,0
4.690430839,0
4.713650794,0.518648
4.736870748,0.239028
4.760090703,0
4.783310658,0
4.806530612,0
4.829750567,0
4.852970522,0
4.876190476,0
4.899410431,0
4.922630385,0.60576
4.945850340,0.0333382
4.969070295,0
4.992290249,0
5.015510204,0.115454
5.038730159,0.377111
5.061950113,0
5.085170068,0
5.108390023,0
5.131609977,0
5.154829932,0
5.178049887,0
5.201269841,0
5.224489796,0
5.247709751,0
5.270929705,0.0295746
5.294149660,0.0617138
5.317369615,0.8466
5.340589569,0.811412
5.363809524,0
5.387029478,0
5.410249433,0
5.433469388,0
5.456689342,0
5.479909297,0
5.503129252,0
5.526349206,0
5.549569161,0.339233
5.572789116,0
5.596009070,0
5.619229025,0
5.642448980,0.622566
5.665668934,0
5.688888889,0.242493
5.712108844,0
5.735328798,0.265436
5.758548753,0.494712
5.781768707,0.0128227
5.804988662,0
5.828208617,0
5.851428571,0
5.874648526,0
5.897868481,0.246214
5.921088435,0
5.944308390,0.00897051
5.967528345,0.134774
5.990748299,0
6.013968254,0
6.037188209,0.0446313
6.060408163,0.000657305
6.083628118,0
6.106848073,0
6.130068027,0
6.153287982,0
6.176507937,0
6.199727891,0
6.222947846,0
6.246167800,0
6.269387755,0
6.292607710,0
6.315827664,0
6.339047619,0.303741
6.362267574,0.610487
6.385487528,0.0325079
6.408707483,0
6.431927438,0
6.455147392,0
6.478367347,0
6.501587302,0
6.524807256,0
6.548027211,0.1425
6.571247166,0.0476774
6.594467120,0
6.617687075,0.062318
6.640907029,0.353156
6.664126984,0.00927253
6.687346939,0
6.710566893,0
6.733786848,0
6.757006803,0
6.780226757,0
6.803446712,0
6.826666667,0
6.849886621,0
6.873106576,0.421166
6.896326531,0
6.919546485,0
6.942766440,0.016939
6.965986395,1.86526
6.989206349,0.0238828
7.012426304,0
7.035646259,0
7.058866213,0
7.082086168,0
