TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
61.950839002,0.669935,1.69487,0.000545994,1.89246,0.376941,0.120941,0.346385,1.41856,0.33712,0.191346,1.34699,0.161665
61.997278912,0.056992,1.22233,0.267486,2.67353,0.192749,0.296782,0.332745,1.28847,0,0.331417,1.47858,0.489919
62.043718821,0.0242046,0.576084,0.592388,3.19339,0.235764,0.324656,0.168946,1.35985,0,0.0739092,1.36527,0.730786
62.090158730,0.166159,0.227857,0.462484,3.50209,0.229145,0.185995,0.338454,1.52445,0,0.163459,1.2117,0.538604
62.136598639,0.192912,0.230384,0.372476,3.41079,0.1423,0.126783,0.40805,1.32343,0.0230831,0.331061,1.18871,0.493085
62.183038549,0.271975,0.203735,0.349772,3.13661,0,0.128767,0.414967,1.21806,0.0158327,0.410445,1.23374,0.806053
62.229478458,0.314537,0.184927,0.398822,2.8633,0,0.199156,0.468777,1.3599,0.0150374,0.358078,1.25803,1.03975
62.275918367,0.202157,0.280002,0.426077,2.64438,0,0.520282,0.520118,1.57678,0.0302883,0.257099,1.26698,1.11517
62.322358277,0.0423935,0.224149,0.64632,2.64962,0.144732,0.895784,0.614474,1.57137,0.0556121,0,1.46503,1.08505
62.368798186,0.0493751,0.181892,0.726609,2.796,0.175934,1.06952,0.838974,1.40258,0.00327086,0.0405914,1.93597,0.642974
62.415238095,0,0.150876,0.691011,2.82743,0.0791982,1.12835,0.775269,1.23876,0.000549063,0.0433977,2.42435,0.269169
62.461678005,0,0.419568,0.756119,2.44994,0.0363216,1.03673,0.669547,0.983409,0,0.0419768,2.82292,0.12142
62.508117914,0.00449866,1.09056,0.680569,1.61687,0.039674,1.33566,1.12539,0.243053,0.717355,0.0641501,2.71564,0.181262
62.554557823,0.243087,2.09542,0.480964,0.685224,0.019359,1.46781,0.865312,0.0474321,1.21028,0.191496,2.09189,0.248475
62.600997732,0.244502,2.6522,0.00168303,0.266607,0.00559152,1.49888,0.771701,0.139103,1.17723,0.0911503,2.01667,0.197652
62.647437642,0.218266,2.7945,0,0.315882,0,1.45735,0.437206,0.236097,1.2315,0.00192735,2.07326,0.172727
62.693877551,0.247324,2.22995,0,0.257419,0,1.42733,0.343416,0.443797,1.26626,0.0428078,1.88187,0.164514
62.740317460,0.234016,1.57002,0.109325,0.333394,0,1.44968,0.164762,0.514422,1.26185,0.249695,1.77906,0.280682
62.786757370,0.0258777,2.08149,0.00123089,0.214121,0.0183809,1.41132,0.16639,0.672907,1.19682,0.335354,2.22197,0.299452
62.833197279,0.000215983,2.31908,0.00516407,0.158826,0.101387,1.57794,0.411147,0.488408,1.20522,0.249058,2.15174,0.264618
62.879637188,0,2.21359,0.00400063,0.151487,0.127915,1.34181,1.40301,0.380259,1.20877,0.272814,1.39322,0.262317
62.926077098,0,2.52964,0.0324433,0.188462,0.104746,0.516901,2.41361,0.149862,1.11468,0.396213,0.770293,0.243922
62.972517007,0,2.72317,0.00253563,0.265486,0,0.23963,2.8558,0.0956049,1.09219,0.53891,0.175997,0.195485
63.018956916,0,2.83579,0.00455184,0.249931,0,0.0299551,3.21261,0.0823924,1.12816,0.244597,0.251933,0.0837849
63.065396825,2.78583e-05,2.97185,0.0932916,0.232655,0.0632137,0.0500764,3.26988,0.117173,1.11003,0.00286198,0.30831,0.0862551
63.111836735,0,2.80884,0.15465,0.894223,0.155224,0.105347,3.26826,0.086363,1.07435,0.00562778,0.580064,0.085173
63.158276644,0,2.38818,0.0705093,1.95396,0.108537,0.162734,2.79621,0.274327,0.729392,0.0345667,0.859284,0.0510551
63.204716553,0,1.62806,0.0766787,2.6418,0.225397,0.12885,2.33726,0.75145,0.206666,0.0272617,1.13976,0.0438161
63.251156463,0,0.7859,0.0411121,2.74388,0.285924,0.0970643,2.26829,0.97088,0.0297522,0.00293901,1.36765,0.168253
63.297596372,0.0780707,0.520506,0.00839197,2.9789,0.285629,0.0603342,2.59827,0.869896,0.0385025,0.00244012,1.31704,0
63.344036281,0.107528,0.608862,0.00641539,3.11396,0.182281,0.0737519,2.64971,0.94287,0.0318635,0.00131735,1.20678,0
63.390476190,0.152027,0.563197,0.0960822,3.18997,0.218586,0.302415,2.75859,0.87857,0.0303708,0.00044657,1.07898,0
63.436916100,0.116291,0.515187,0.139474,3.12389,0.323672,0.375552,3.09667,0.230528,0.00110785,0,1.0606,0.0433579
63.483356009,0.0745466,0.393726,0.129138,3.09202,0,0.225076,3.13164,0.211999,0.00124821,0.0489597,1.14176,0.147715
63.529795918,0.0859761,0.569725,0.25,2.93534,0,0.320197,2.98392,0.213596,0.0757506,0.0113653,1.22949,0
63.576235828,0.108235,0.80652,0.283715,2.76222,0.00620508,0.580477,2.62571,0.248423,0.257446,0,1.29719,0.265925
63.622675737,0.0618883,0.786907,0.315571,2.6897,0.0458404,0.608073,2.73919,0.22982,0.132214,0.000759016,1.27686,0.217965
63.669115646,0.0109062,0.805978,0.320041,2.60376,0.0294786,0.386088,3.04274,0.12968,0.0154434,0.0373682,1.19566,0.154546
63.715555556,0.00850855,0.789149,0.459184,2.51148,0.118523,0.161123,3.2025,0.077249,0.052494,0.00406066,1.10767,0.0545574
63.761995465,0.0753995,1.16161,0.0322917,2.36824,0.439051,0.102717,2.66611,0.101577,0.518149,0.00973018,1.25835,0.0704699
63.808435374,0.0447165,1.03695,0.032241,2.40776,0.49395,0.0904909,2.82025,0.103249,0.500423,0,1.1902,0.0398149
63.854875283,0.23162,0.902295,0.0300394,2.67085,0.262559,0.301676,2.84816,0.291004,0.0181784,0,1.19501,0.0674828
63.901315193,0.00897849,0.890021,0.0140214,2.60745,0.0904166,0.200733,2.43886,0.612846,0.0279182,0.000225716,1.53778,0.000673813
63.947755102,0.119085,0.914238,0.0403911,2.67683,0.0354431,0.115943,2.17908,0.479916,0.0263621,0.00028046,1.59488,0.000592126
63.994195011,0.0374863,0.913146,0.144684,2.48131,0,0.0428083,1.99586,0.702196,0.0163206,0.000524935,1.65247,0.188602
64.040634921,0,0.862957,0.00201807,2.49226,0,0.0259294,2.32615,0.71001,0.00295504,0.115905,1.40125,0.141669
64.087074830,0.000655957,0.776422,0.0331685,2.39748,0,0.0495487,2.37824,0.729409,0.153364,0.156694,1.40319,0.138601
64.133514739,0,0.601154,0.101223,2.53024,0,0.0744948,2.74813,0.51634,0.0835566,0.235617,1.27517,0.183945
64.179954649,0,0.646311,0.0322382,2.57587,0.0433211,0.0633664,2.89207,0.192847,0.0259253,0.187108,1.03685,0.0534914
64.226394558,0,0.842458,0.00602844,2.59053,0.144628,0.162286,2.73883,0.413079,0.221983,0.0541783,1.18886,0.0238308
64.272834467,0.684589,0.568588,0.00421619,2.31449,0.186469,0.730231,1.57291,0.50832,0.531828,0.00939162,1.2313,0.0632124
64.319274376,0.893683,0.354521,0.00326509,1.88801,0.309498,1.62671,0.448802,0.458343,0.515033,0.00772745,1.20965,0.162764
64.365714286,0.679192,0.46614,0.0242934,1.4358,0.109813,2.30297,0.316414,0.328839,0.0970411,0.0652442,1.1043,0.172449
64.412154195,1.03118,0.615299,0.047114,1.40707,0.215276,1.79233,0.948069,0.0695628,0.0175301,0.0061304,0.974413,0.139522
64.458594104,0.620554,0.819569,0.0971304,2.08719,0.2595,0.851577,2.0753,0.0262655,0.0226747,0.00500799,0.850801,0.204502
64.505034014,0.308462,0.77574,0.0876493,2.81844,0.182736,0.431822,2.58873,0.0286782,0,0.0025574,0.978573,0.159294
64.551473923,0.327639,0.620974,0.0950104,3.14815,0.147553,0.271246,2.53899,0.0651622,0.000724907,0.00399379,1.07498,0.20932
64.597913832,0.47487,0.565721,0.104071,2.91827,0.0627667,0.514471,1.72555,0.411441,0.000676391,0.00651258,1.25696,0.213732
64.644353741,0.714567,0.399357,0.0448999,2.67698,0,1.48682,0.499351,0.505882,0.000923135,0.0661809,1.4215,0.11473
64.690793651,0.954748,9.82647e-05,0.0215762,2.36886,0,1.93997,0.357617,0.335955,0.068908,0.689128,1.51499,0.0265796
64.737233560,1.04487,0.161603,0.013539,1.91632,0.0438896,1.70954,0.592374,0.344126,0,0.701761,1.9578,0.000226579
64.783673469,0.846369,0.83701,0.307516,1.65762,0.043742,1.46054,0.411002,0.55335,0.850438,0.0255949,2.47459,0.137978
64.830113379,0.169606,1.42061,0.436614,0.946143,0.12857,1.28593,0.476472,0.645249,1.10702,0.000266721,2.7093,0.184413
64.876553288,0.162201,1.88445,0.228261,0.365153,0.255782,1.29984,0.515255,0.700017,1.13578,0.0185868,3.06596,0.0982159
64.922993197,0,1.6715,0.377101,0.454606,0.257717,1.71099,0.84751,0.781275,1.26418,0.00206269,2.71788,0.123596
64.969433107,5.48757e-05,1.40635,0.362644,0.621383,0.224146,1.4404,1.20757,0.472153,1.30811,0.0996929,2.25526,0.114127
65.015873016,2.26059e-05,1.70818,0.45526,0.442707,0.253436,1.3138,1.23002,0.305859,1.26022,0.277525,1.83811,0.121738
65.062312925,0,2.55458,0.739625,0.072272,0.328534,1.61956,0.643943,0.348076,1.10706,0.304324,1.69947,0.149545
65.108752834,0,2.87443,0.830518,0.18851,0.26443,1.70505,0.0879479,0.437429,0.962413,0.203715,1.47731,0.21044
65.155192744,0,2.8044,0.566804,0.737632,0.302675,1.93983,0.0708453,0.422635,0.866856,0.137704,1.84729,0.19993
65.201632653,0.111682,2.78903,0.0533747,1.55405,0.381755,1.96253,0.0972216,0.0249379,0.759842,0.0451622,2.32555,0.176385
65.248072562,0.198652,1.63346,0.000338022,2.44376,0.103839,1.41058,0.284048,0.19599,0.92327,4.96964e-05,2.5281,0.494266
65.294512472,0.176957,0.241776,0.00179319,2.90914,0.0627666,1.08601,0.668964,0.0862869,0.82698,0.034786,2.0515,1.03934
65.340952381,0.128041,0.0658459,0.00347604,3.38792,0.0677522,1.05495,0.568746,0.0701639,0.444604,0.181655,2.11379,1.01604
65.387392290,0.662646,0.122466,0.00640213,3.49201,0.123967,0.461146,0.266765,0.226809,0.238177,0.218062,2.14258,0.944873
65.433832200,1.27029,0.104497,0.339204,3.58734,0.147951,0.04164,0.333072,0.711409,0.00110587,0.19352,2.09488,0.379277
65.480272109,1.51194,0.068132,0.00322546,3.64469,0.13776,0.0515114,0.317205,0.782841,0.00754529,0.248151,1.87562,0.0902329
65.526712018,1.43334,0.0798004,0.0290841,3.7904,0.10609,0.0591875,0.113854,0.95704,0.0326558,0.231703,1.43884,0.0422575
65.573151927,1.32078,0.108255,0.0906566,3.04132,0.21034,0.0490275,0.125718,0.830442,0.0266277,0.336813,1.22362,0.0956567
65.619591837,1.35274,0.211066,0.267031,2.22849,0.261091,0.903546,0.355066,0.668563,0.0325019,0.555833,1.03284,0.208829
65.666031746,1.3728,0.525248,0.174974,1.07485,0.331773,2.02806,0.392508,0.248502,0.317378,0.76602,0.920069,0.0542488
65.712471655,1.15921,0.955491,0.0294791,0.34158,0.325801,2.92264,0.423697,0.215331,0.672803,0.765747,0.648915,0.0887941
65.758911565,0.830703,1.25716,0.00367372,0.0996038,0.246401,3.34041,0.355435,0.238601,1.00064,0.872048,0.346474,0.253549
65.805351474,0.74263,1.85808,0.00581392,0.0743951,0.168621,3.44247,0.360404,0.189624,1.19872,0.79457,0.111949,0.0636374
65.851791383,0.70787,2.11271,0.0201373,0.153712,0.164123,3.3675,0.309449,0.165141,1.09062,0.585825,0.283428,0.065426
65.898231293,0.646096,2.13252,0.00801326,0.140426,0.0693115,3.22206,0.251455,0.339916,0.814929,0.473936,0.380536,0.04369
65.944671202,0.706331,2.19234,0.0233648,0.0752816,0.0135147,2.95125,0.275799,0.33494,1.02325,0.198705,0.648761,0.466679
65.991111111,0.545007,2.48989,0.105304,0.0186069,0,2.57546,1.38166,0.145325,1.18888,0.000375814,0.643966,0.812601
66.037551020,0.382932,2.93156,0.039411,0.0110509,0,1.90411,2.09576,0.0956632,0.822661,0,0.559227,0.936659
66.083990930,0.319275,3.14971,0.0997844,0.00284865,0.0333335,1.34589,2.60951,0.121924,0.582697,0.0104423,0.538651,0.863347
66.130430839,0.257142,2.92043,0.106593,0.00152717,0.0343409,0.804313,3.08806,0.0753871,0.626221,0.140458,0.468463,0.879889
66.176870748,0.101761,2.53021,0.504726,0.00769222,0.0694268,0.530127,3.2154,0,0.862229,0.174462,0.43514,0.997414
66.223310658,0.0724244,2.63378,0.464837,0.103821,0.0324247,0.381851,3.2557,0,0.71847,0.208329,0.352261,0.943362
66.269750567,0.0423555,2.70763,0.0695592,0.0729766,0.0237963,0.181376,3.28521,0.000949241,0.698175,0.341227,0.340576,0.585934
66.316190476,0.139993,2.7543,0.106991,0,0.268302,0.285493,3.151,0.00630032,0.699957,0.0510635,0.425774,0.205045
66.362630385,0.190537,2.78669,0.0409618,0.0039987,0.513527,0.579474,2.91266,0.170986,0.850771,0,0.519838,0.163064
66.409070295,0.176496,2.64751,0.0970388,0.0213789,0.58009,1.09191,2.57164,0.150283,1.12946,0,0.493348,0.205401
66.455510204,0.143854,2.55891,0.135092,0.00191589,0.402963,1.30708,2.46337,0.157099,0.947408,0,0.464559,0.559267
66.501950113,0.0731148,2.04876,0.397683,0.00149143,0.0816703,1.03676,2.47045,0.168852,0.821073,0.576421,0.488113,1.05053
66.548390023,0.0108019,2.06896,0.339317,0.274953,0.207583,1.05799,2.5563,0.123414,0.544155,0.688461,0.501513,1.04972
66.594829932,0.00640288,2.4201,0.112632,0.260579,0.283207,0.914573,2.70704,0.077797,0.360315,0.598186,0.475684,0.960948
66.641269841,0.0222146,2.5607,0.19821,0,0.246793,0.952844,2.52867,0.0814895,0.67045,0.100056,0.318867,0.810857
66.687709751,0,2.17394,0.468933,0.0418383,0.167279,1.69862,2.24173,0.439363,0.739595,0.363762,0.202143,0.700175
66.734149660,0.324122,1.67625,0.0693849,0.100923,0.043353,2.58988,1.60683,0.776283,0.432064,0.940265,0.110421,0.616316
66.780589569,0.553063,1.73472,0.0054105,0.087234,0,3.06829,1.06403,0.745001,0.421566,0.997485,0.0201812,0.487439
66.827029478,0.629851,1.85856,0.00630447,0.0574604,0,3.17296,0.924519,0.537963,0.501491,0.812035,0.0221345,0.556027
66.873469388,0.491761,1.88436,0.490474,0.018639,0,2.90578,1.09399,0.202733,1.17843,0.589475,0.182255,1.07822
66.919909297,0.164049,2.50727,0.714978,0.00731944,0,2.09872,1.39079,0.11249,1.27805,0.456248,0.34318,1.13523
66.966349206,0.0778641,2.75996,0.642051,0.00617323,0.0694152,1.47438,1.59273,0.059735,1.12465,0,0.509901,1.00579
67.012789116,0.0824795,2.85235,0.122547,0.00738729,0.0775467,1.35784,1.90356,0.00888454,1.22498,0.0161555,0.508514,0.826553
67.059229025,0.659309,2.35379,0.298871,0.00252473,0.336741,0.537721,2.59405,0.130333,1.19085,0.390843,0.474459,0.505919
67.105668934,1.67208,1.38473,0.366254,0.00393948,0.127384,1.12565,3.0781,0.174687,0.430263,0.851949,0.422409,0.0127686
67.152108844,1.78778,0.953949,0.218511,0.165224,0.00164665,1.29369,3.28705,0.147283,0.289814,1.19821,0.384307,0.0769024
67.198548753,2.2296,0.535588,0.0717244,0.17933,0.152996,1.29067,3.17694,0.150431,0.156663,1.11081,0.343602,0.0282083
67.244988662,2.50458,0.231913,0.455611,0.137656,0.193715,1.16395,2.44403,0.102838,0.0694317,0.920214,0.529115,0.0314262
67.291428571,2.14787,0.141682,0.897193,0.132373,0.176036,1.21547,1.81244,0.0526544,0.254,1.17067,0.393756,0.271256
67.337868481,2.13573,0.0807126,1.26413,0.133615,0.206984,1.34944,1.54636,0.0313234,0.3689,1.51102,0.0583863,0.202551
67.384308390,1.94103,0.502658,1.08738,0.141006,0.187544,1.17879,2.14795,0.0496045,0.235807,1.56036,0.310478,0.097312
67.430748299,1.29823,0.98938,1.11017,0.200106,0.101158,1.11534,2.52925,0.0525761,0,1.16791,0.546754,0.132061
67.477188209,0.923416,1.54405,0.863983,0.0511593,0.148754,0.737199,2.12216,0.345696,0,0.698693,0.794879,0.206623
67.523628118,1.14648,1.45123,0.392332,0.0331016,0.938778,0.150386,2.39608,1.3262,0,0.358039,1.03047,0.16583
67.570068027,1.40563,1.39389,0.954911,0.204501,1.05047,0.00558901,2.24561,1.32691,0.00220452,0,0.921278,0.131532
67.616507937,0.790827,1.32297,0.709923,0.188902,0.656114,0,2.36214,1.20699,0.00609012,0,0.755994,0.434021
67.662947846,0.291303,1.0993,0.914765,0.270457,0.427015,0,2.74243,0.887846,0.103432,0,0.48059,0.796455
67.709387755,0.134462,0.964142,0.822203,0.270571,0.358527,0,3.1301,0.868366,0.16739,0,0.569534,0.696285
67.755827664,0.0472645,1.06261,1.22679,0.29382,0.199844,0,3.15306,0.886404,0.0772864,0,0.611215,0.604362
67.802267574,0,1.42286,1.4053,0.184002,0.0513309,0.0605949,2.5688,1.15069,0.00545768,0.189211,0.592102,1.13882
67.848707483,8.33126e-05,1.50232,1.32744,0.00103905,0.0721675,0.495981,1.76565,1.25416,0.057443,0.519868,0.618118,1.43956
67.895147392,0.000293501,1.49202,1.22936,0.094128,0.175466,0.84152,1.77106,1.10909,0.0355188,0.376234,0.69328,1.53594
67.941587302,0.05275,1.36603,1.02794,0.239523,0.375988,1.12423,2.23441,0.820235,0,0,1.1485,1.20641
67.988027211,0.0971597,1.20714,0.926394,0.280511,0.340119,0.856629,2.78823,0.363382,0,0,2.2704,0.277197
68.034467120,0,1.13004,0.81815,0.296293,0.272957,0.972077,2.82559,0.103961,0,0,2.54999,0.105384
68.080907029,0.100578,0.924082,0.498327,0.316589,0.261038,1.26693,2.70071,0.498566,0,0.294676,2.17382,0.00158763
68.127346939,0.400315,0.654787,0.502979,0.386127,0.0643536,1.89432,2.00698,0.480626,0,0.958508,1.87292,0.294739
68.173786848,0.66771,0.405345,0.556888,0.417817,0.00871372,2.63127,0.865076,0.428115,0,1.05896,1.9716,0.337462
68.220226757,0.828997,0.263122,0.403796,0.226033,0.145492,2.72613,0.492189,0.52035,0.0122752,0.715904,2.40407,0.0909658
68.266666667,0.856025,0.10158,0.0723768,0.253568,0.0583777,2.913,0.304845,0.557115,0.0256325,0.56484,2.36582,0.0273359
68.313106576,0.882923,0.00418405,0.14692,0.27558,0,3.04873,0.285979,0.533437,0.175766,0.504511,2.19926,0.0169859
68.359546485,0.810591,0.000450736,0.146198,0.301886,0,2.97746,0.262081,0.508035,0.166443,0.484958,2.32392,0.0257909
68.405986395,0.735722,0.000370479,0.103782,0.263319,0.0026025,3.14802,0.261706,0.648277,0.0884077,0.47751,2.34963,0.0550022
68.452426304,0.854262,1.09923,0,0.733261,0.261143,3.36212,0.278873,0.694737,0.00373983,0.494987,1.71692,0.0210174
68.498866213,1.36083,1.29732,0.00606709,0.562247,0.054807,2.80758,1.40642,0.461779,0.172403,0.5339,0.834143,0.0801147
68.545306122,1.73671,1.08145,0.00606069,0.406835,0,2.20438,2.14045,0.220542,0.10961,0.60081,0.298579,0.0640491
68.591746032,1.75806,0.852142,0,0.109668,0,2.53707,2.43648,0.0768644,0.0432134,0.642408,0.349507,0.202926
68.638185941,1.72826,0.905179,0.109709,0.0910576,0.145893,2.77591,1.92959,0.0342774,0.0229294,0.483191,0.438787,0.415068
68.684625850,1.65947,1.12052,0.182621,0.176649,0.180244,2.74782,1.50246,0.0314844,0.0172737,0.418986,0.556158,0.498426
68.731065760,1.69879,1.07918,0.16332,0.204499,0.191789,2.70062,1.54613,0.0356111,0.0788542,0.307711,0.495232,0.493381
68.777505669,1.46969,1.0754,0.0712058,0.221831,0.0400122,2.46038,2.12814,0.754931,0.0279079,0.144541,0.662469,0.30482
68.823945578,0.603763,1.82049,0.0282013,0.259686,0.0246261,1.52588,2.79417,0.865492,0.00951342,0.04508,1.00493,0.00887578
68.870385488,0.364607,2.19009,0.00158795,0.254842,0.0784216,0.845491,3.44159,0.541633,0,0.0553368,0.826101,0.000523373
68.916825397,0.157072,2.3384,0.00219701,0.123395,0.0656132,0.332612,3.76501,0.771652,0.0305872,0.103784,0.755667,0.00220837
68.963265306,0.0568144,2.39887,0.0013996,0.000439434,0.0573827,0.302487,3.88733,0.762287,0.0357841,0.18292,1.00055,0.000198026
69.009705215,0,2.20803,0.0454584,0.0244581,0.0569419,0.501207,4.11906,0.355521,0.0140475,0.148091,1.2666,8.87677e-05
69.056145125,0,1.99755,0.157613,0.130991,0.0491136,0.402909,4.37445,0.000158521,0.0100027,0.0206758,1.24507,1.78857e-05
69.102585034,0.382003,1.83018,0.227503,0.0651528,0.0439165,0.0323297,4.38796,0.0203747,0.00816941,0.0322586,1.06074,0.101331
69.149024943,0.74651,1.85558,0.470816,0.00790993,0.251184,0.0150443,4.37981,0.247718,0.0159646,0,1.03348,0.0998465
69.195464853,0.656622,1.81699,0.395344,0.0368209,0.211195,0.238146,4.24354,0.436668,0.0109557,0,1.02528,0.0166202
69.241904762,0.565564,1.80511,0.297286,0.0734814,0.0397831,0.309951,4.1999,0.267475,0.00971671,0,1.02666,0.0325963
69.288344671,0.60807,1.81727,0.294724,0.037237,0.0520482,0.0951764,4.25434,0.183327,0.0467634,0,1.05848,0
69.334784580,0,1.92409,0.0476407,0.113337,0.0529876,0.0898684,4.10922,0.153204,0.0555913,0,1.08339,0.00710629
69.381224490,0.309451,2.14588,0.003715,0.0744948,0.235186,0.20952,3.95803,0.0778775,0.0191521,0,1.04208,0
69.427664399,0.34986,1.95689,0.00308567,0.123061,0.276533,0.32391,4.36466,0.0195867,0.0224981,0,0.836966,0
69.474104308,0.290061,1.73661,0.0362829,0.127067,0.254704,0.222867,4.57616,0.0132049,0.0180363,0.11853,0.6762,0
69.520544218,0,1.78491,0.0317145,0.0553106,0.191736,0.122177,4.29095,0.494524,0.0327614,0.343919,0.700691,0.03717
69.566984127,0.0150639,1.92012,0.07348,0,0.0343905,0.143363,3.97449,0.784863,0.0474272,0.462709,0.718312,1.47639e-05
69.613424036,0.106318,2.08176,0.00194391,0,0.0104592,0.11328,3.93503,0.653798,0.0258986,0.672303,0.882301,8.5483e-06
69.659863946,0.0503343,2.28477,0.00519425,0.00682164,0.0271498,0.18898,3.92576,0.688117,0.0133044,0.147215,0.798024,0.0313578
69.706303855,0.0794112,2.39445,0.0301379,0.0795867,0.0469593,0.220398,3.85416,0.561738,0.00534957,0.0697695,0.788162,0.107561
69.752743764,0.0763336,2.03222,0.341507,0.487357,0.0782683,0.179078,3.83803,0.302103,0.936395,0.0915091,0.445777,0.126671
69.799183673,0.227788,1.2909,0.380422,0.91413,0.0516816,0.0103018,3.32563,0.290525,1.71408,0.0632438,0.031303,0.0591995
69.845623583,0.330666,1.01504,0.157273,1.25167,0.107115,0.038431,2.66171,0.495568,2.31144,0.0497981,0.00376835,4.86099e-05
69.892063492,0.506572,1.39926,0.0466362,1.17802,0.0197999,1.37678,1.53578,0.361309,2.5409,0.238332,0.00451304,0
69.938503401,0.877087,1.15446,0.10396,1.05768,0,2.27364,0.551567,0.253099,2.80011,0.326365,0.0222408,0.012934
69.984943311,1.19302,0.347989,0.112857,0.90911,0,2.48655,0.368698,0.197059,3.13154,0.232113,0.0540794,0
70.031383220,0.935655,0.824113,0.12944,0.922563,0.0177061,2.18675,0.17898,0.167985,3.12584,0.142025,0.0453295,0.00408571
70.077823129,0.715535,1.3917,0.142856,1.09898,0.0380448,1.20457,1.03781,0.0534619,2.61916,0,0.0277422,0.118428
70.124263039,0.367718,1.32709,0.0842496,1.32615,0.273703,0.0957591,1.91317,0,1.95353,0.0205963,0.00162548,0.0571599
70.170702948,0.591122,1.06737,0.108259,1.30616,0.275902,0.270007,1.97523,0.117408,2.08462,0.00181177,0.00174324,0.0893721
70.217142857,0.676046,0.989506,0.128517,1.13464,0.131271,0.27818,1.64859,0.403456,2.21827,0,0.00118782,0.0986052
70.263582766,0.925256,0.578429,0.134009,1.15463,0.0924058,1.13753,0.747317,0.461424,2.43549,0.00911246,0.134493,0.188235
70.310022676,1.14031,0.108678,0.00269439,1.12608,0.0185954,1.74356,0.46297,0.497317,2.75483,0.0235914,0,0.000353464
70.356462585,0.974171,0.145409,0.056115,1.15728,0.0405875,1.97307,0.22525,0.793219,2.83573,0.100712,0.0021089,0.00019413
70.402902494,0.897091,0.0797849,0.112646,1.41936,0.0423797,1.80268,0.0276404,0.409249,2.88615,0.256896,0.77068,0.0997851
70.449342404,0.70516,0.0586338,0.317213,1.46113,0.158303,1.79761,0.00454737,0.172742,2.82638,0.219968,1.19587,0.431115
70.495782313,0.0930821,0.0407157,0.634776,1.33471,0.452154,1.74385,0.0025061,0.0975964,2.85301,0.035301,1.54431,0.473035
70.542222222,0.0878078,0.0279693,0.662494,1.24058,0.480306,1.51087,0.0968885,0.00571247,3.10752,0,1.87095,0
70.588662132,0.176971,0.0285042,0.563857,0.961313,0.139699,1.33405,0.0638062,0,3.3756,0,2.01544,0.0204908
70.635102041,0.149894,0.0320585,0.438588,0.778743,0.00894821,1.02968,0.0843874,0,3.53631,0,1.80434,0.093559
70.681541950,0.069593,0.0137929,0.266389,0.854992,0.0840158,0.99249,0.239287,0.136152,3.47791,0,1.51892,0.0681102
70.727981859,0.105131,0.251703,0.403519,1.05478,0.26339,1.3832,0.373219,0.109966,2.9729,0,1.40107,0.300726
70.774421769,0.126222,0.377379,0.485137,1.18386,0.281593,1.76243,0.286248,0.0763682,2.58182,0,1.5308,0.375965
70.820861678,0.125161,0.39834,0.554664,1.13901,0.275126,1.81267,0.203017,0.0460894,2.72774,0,1.76731,0.167683
70.867301587,0.123889,0.27898,0.399565,0.987548,0.196872,1.71781,0.36223,0.721673,2.90179,0.113875,1.67834,0
70.913741497,0.112125,0.0812891,0.419909,0.94291,0.0966149,1.50084,0.503421,0.849449,3.09381,0.358544,1.41015,0.00200068
70.960181406,0.222042,0,0.447596,1.05545,0.0508882,1.40461,0.520588,0.727607,3.06392,0.335408,1.07752,0.0183158
71.006621315,0.379284,0.286674,0.30289,0.876988,0.168147,1.26998,0.568349,0.682096,2.45481,0.120689,1.06445,6.62388e-05
71.053061224,1.48691,0.266152,0.387482,0.692714,0.0689842,1.23761,0.497318,0.425987,1.60095,0.141399,1.43815,0.000122472
71.099501134,2.25942,0.216753,0.193141,0.708773,0.0823519,1.60981,0.509017,0.39006,0.887031,0.153186,1.64472,0.0244929
71.145941043,2.6844,0.11001,0.00270777,0.768122,0.0927759,2.22269,0.406005,0.740499,0.160395,0.449771,1.2958,0.0287418
71.192380952,2.78011,0.00625216,0.0937315,0.842513,0.252536,2.28326,0.204634,1.31675,0.199903,0.602495,0.762475,0.106232
71.238820862,2.25117,0.48536,0.0756345,0.690661,0.305371,1.92446,0.13767,0.41675,0.355705,0.988732,0.117249,0.564435
71.285260771,1.55084,1.07343,9.73993e-05,0.33341,0.282413,2.25621,0.304866,0.413185,0.524533,1.09974,0.0176284,0.8003
71.331700680,0.993225,1.48517,0,0.110508,0.195193,2.9454,0.432583,0.390093,0.549947,1.0355,0.000393352,0.792915
71.378140590,0.787132,1.71537,0,0.078691,0.129129,3.4556,0.334454,0.207541,0.732032,0.953027,0.000366964,0.744991
71.424580499,0.724468,1.87522,0.00413071,0.0705003,0.180658,3.39226,0.0987825,0.0204786,0.905118,0.809401,0.000465392,0.386109
71.471020408,0.689127,2.11886,0.0342204,0.0672699,0.17398,3.34419,0.0194465,0.00914959,1.09423,0.558528,0.0408066,0.1531
71.517460317,0.693807,2.0814,0.0137086,0.0531864,0.413817,3.03914,0.0295248,0.00797572,1.16501,0.308037,0.0194256,0.288811
71.563900227,0.575261,2.05891,0.0179928,0.0321597,0.371949,2.61922,0.256469,0.00824658,1.14204,0.208167,0.197662,0.793051
71.610340136,0.47273,2.35327,0.0137557,0.0145882,0.145492,2.46252,1.00194,0.332341,0.710345,0.0938,0.457971,0.911923
